,Reporting Period,Utility,Accounts,Accounts Disconnected,Account Disconnection Rate,Accounts Disconnected between 24 and 48 Hours,Accounts Reconnected in <24 Hours,Accounts Disconnected for >48 Hours,Accounts Disconnected Multiple Times,Accounts Notified Before Disconnection,Accounts in 30+ Day Arrears,Accounts in 30-60 Day Arrears,Accounts in 60+ Day Arrears,Percentage of Accounts in 30-60 Day Arrears,Percentage of Accounts in 60+ Day Arrears,Percentage of Accounts in 30+ Day Arrears,Average Balance of 30-60 Day Arrears,Average Balance of 60+ Day Arrears,Average Balance of 30+ Day Arrears,Total Balance of 30+ Day Arrears,Total Balance of 30-60 Day Arrears,Total Balance of 60+ Day Arrears,Accounts Past Due or Delinquent,Percentage of Accounts Past Due or Delinquent,Accounts on Repayment Plans,Accounts in Good Standing on Repayment Plans,Average Balance of Repayment Plans,Total Balance of Repayment Plans,Vulnerable Accounts,Vulnerable Accounts Disconnected
525,2010-01-01,Duke Energy Progress,1077333.3333333333,6464.0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,
526,2010-01-01,Duke Energy Carolinas,1594814.8148148148,8612.0,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,
527,2010-01-01,Dominion Energy,100812.0,208.0,0.002063246438916,,,,,,,,,,,,,,,,,,,,,,,,,
528,2009-12-01,Duke Energy Progress,,7093.0,,,,,,,,,,,,,,,,,,,,,,,,,,
529,2009-12-01,Duke Energy Carolinas,,10688.0,,,,,,,,,,,,,,,,,,,,,,,,,,
530,2009-12-01,Dominion Energy,100792.0,266.0,0.0026390983411381,,,,,,,,,,,,,,,,,,,,,,,,,
531,2009-11-01,Dominion Energy,100674.0,437.0,0.0043407433895544,,,,,,,,,,,,,,,,,,,,,,,,,
532,2009-11-01,Duke Energy Progress,,6724.0,,,,,,,,,,,,,,,,,,,,,,,,,,
533,2009-11-01,Duke Energy Carolinas,,12069.0,,,,,,,,,,,,,,,,,,,,,,,,,,
534,2009-10-01,Duke Energy Carolinas,,13374.0,,,,,,,,,,,,,,,,,,,,,,,,,,
535,2009-10-01,Duke Energy Progress,,7933.0,,,,,,,,,,,,,,,,,,,,,,,,,,
536,2009-10-01,Dominion Energy,100677.0,551.0,0.0054729481410848,,,,,,,,,,,,,,,,,,,,,,,,,
537,2009-09-01,Duke Energy Carolinas,,14291.0,,,,,,,,,,,,,,,,,,,,,,,,,,
538,2009-09-01,Duke Energy Progress,,7860.0,,,,,,,,,,,,,,,,,,,,,,,,,,
539,2009-09-01,Dominion Energy,100727.0,567.0,0.0056290766130233,,,,,,,,,,,,,,,,,,,,,,,,,
540,2009-08-01,Dominion Energy,100760.0,474.0,0.0047042477173481,,,,,,,,,,,,,,,,,,,,,,,,,
541,2009-08-01,Duke Energy Progress,,6183.0,,,,,,,,,,,,,,,,,,,,,,,,,,
542,2009-08-01,Duke Energy Carolinas,,11271.0,,,,,,,,,,,,,,,,,,,,,,,,,,
543,2009-07-01,Duke Energy Carolinas,,10441.0,,,,,,,,,,,,,,,,,,,,,,,,,,
544,2009-07-01,Duke Energy Progress,,5788.0,,,,,,,,,,,,,,,,,,,,,,,,,,
545,2009-07-01,Dominion Energy,100750.0,516.0,0.00512158808933,,,,,,,,,,,,,,,,,,,,,,,,,
546,2009-06-01,Duke Energy Progress,,7023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
547,2009-06-01,Duke Energy Carolinas,,13828.0,,,,,,,,,,,,,,,,,,,,,,,,,,
548,2009-06-01,Dominion Energy,100775.0,458.0,0.0045447779707268,,,,,,,,,,,,,,,,,,,,,,,,,
549,2009-05-01,Duke Energy Progress,,7106.0,,,,,,,,,,,,,,,,,,,,,,,,,,
550,2009-05-01,Dominion Energy,100732.0,371.0,0.0036830401461303,,,,,,,,,,,,,,,,,,,,,,,,,
551,2009-05-01,Duke Energy Carolinas,,13210.0,,,,,,,,,,,,,,,,,,,,,,,,,,
552,2009-04-01,Duke Energy Carolinas,,13785.0,,,,,,,,,,,,,,,,,,,,,,,,,,
553,2009-04-01,Duke Energy Progress,,7766.0,,,,,,,,,,,,,,,,,,,,,,,,,,
554,2009-04-01,Dominion Energy,100824.0,343.0,0.0034019677854479,,,,,,,,,,,,,,,,,,,,,,,,,
555,2009-03-01,Duke Energy Carolinas,,13890.0,,,,,,,,,,,,,,,,,,,,,,,,,,
556,2009-03-01,Dominion Energy,100859.0,244.0,0.0024192189095668,,,,,,,,,,,,,,,,,,,,,,,,,
557,2009-03-01,Duke Energy Progress,,7398.0,,,,,,,,,,,,,,,,,,,,,,,,,,
558,2009-02-01,Duke Energy Carolinas,,10292.0,,,,,,,,,,,,,,,,,,,,,,,,,,
559,2009-02-01,Duke Energy Progress,,6591.0,,,,,,,,,,,,,,,,,,,,,,,,,,
560,2009-02-01,Dominion Energy,100829.0,233.0,0.002310843110613,,,,,,,,,,,,,,,,,,,,,,,,,
561,2009-01-01,Duke Energy Carolinas,,7665.0,,,,,,,,,,,,,,,,,,,,,,,,,,
562,2009-01-01,Duke Energy Progress,,6230.0,,,,,,,,,,,,,,,,,,,,,,,,,,
563,2009-01-01,Dominion Energy,100738.0,170.0,0.0016875459111755,,,,,,,,,,,,,,,,,,,,,,,,,
564,2008-12-01,Dominion Energy,100629.0,357.0,0.0035476850609665,,,,,,,,,,,,,,,,,,,,,,,,,
565,2008-12-01,Duke Energy Carolinas,,11121.0,,,,,,,,,,,,,,,,,,,,,,,,,,
566,2008-12-01,Duke Energy Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,2008-11-01,Dominion Energy,100685.0,174.0,0.0017281620896856,,,,,,,,,,,,,,,,,,,,,,,,,
568,2008-11-01,Duke Energy Carolinas,,10635.0,,,,,,,,,,,,,,,,,,,,,,,,,,
569,2008-11-01,Duke Energy Progress,,8410.0,,,,,,,,,,,,,,,,,,,,,,,,,,
570,2008-10-01,Duke Energy Progress,,9579.0,,,,,,,,,,,,,,,,,,,,,,,,,,
571,2008-10-01,Duke Energy Carolinas,,14290.0,,,,,,,,,,,,,,,,,,,,,,,,,,
572,2008-10-01,Dominion Energy,100705.0,342.0,0.0033960577925624,,,,,,,,,,,,,,,,,,,,,,,,,
573,2008-09-01,Dominion Energy,100687.0,231.0,0.0022942385809488,,,,,,,,,,,,,,,,,,,,,,,,,
574,2008-09-01,Duke Energy Progress,,7920.0,,,,,,,,,,,,,,,,,,,,,,,,,,
575,2008-09-01,Duke Energy Carolinas,,12892.0,,,,,,,,,,,,,,,,,,,,,,,,,,
576,2008-08-01,Duke Energy Progress,,7491.0,,,,,,,,,,,,,,,,,,,,,,,,,,
577,2008-08-01,Dominion Energy,100648.0,283.0,0.0028117796677529,,,,,,,,,,,,,,,,,,,,,,,,,
578,2008-08-01,Duke Energy Carolinas,,10003.0,,,,,,,,,,,,,,,,,,,,,,,,,,
579,2008-07-01,Duke Energy Carolinas,,10715.0,,,,,,,,,,,,,,,,,,,,,,,,,,
580,2008-07-01,Dominion Energy,100504.0,313.0,0.0031143039083021,,,,,,,,,,,,,,,,,,,,,,,,,
581,2008-07-01,Duke Energy Progress,,7029.0,,,,,,,,,,,,,,,,,,,,,,,,,,
582,2008-06-01,Duke Energy Carolinas,,11118.0,,,,,,,,,,,,,,,,,,,,,,,,,,
583,2008-06-01,Dominion Energy,100379.0,598.0,0.0059574213729963,,,,,,,,,,,,,,,,,,,,,,,,,
584,2008-06-01,Duke Energy Progress,,7561.0,,,,,,,,,,,,,,,,,,,,,,,,,,
585,2008-05-01,Duke Energy Progress,,8769.0,,,,,,,,,,,,,,,,,,,,,,,,,,
586,2008-05-01,Dominion Energy,100302.0,520.0,0.0051843432832844,,,,,,,,,,,,,,,,,,,,,,,,,
587,2008-05-01,Duke Energy Carolinas,,11913.0,,,,,,,,,,,,,,,,,,,,,,,,,,
588,2008-04-01,Duke Energy Progress,,10137.0,,,,,,,,,,,,,,,,,,,,,,,,,,
589,2008-04-01,Dominion Energy,100351.0,415.0,0.0041354844495819,,,,,,,,,,,,,,,,,,,,,,,,,
590,2008-04-01,Duke Energy Carolinas,,12591.0,,,,,,,,,,,,,,,,,,,,,,,,,,
591,2008-03-01,Dominion Energy,100330.0,502.0,0.0050034884879896,,,,,,,,,,,,,,,,,,,,,,,,,
592,2008-03-01,Duke Energy Carolinas,,10972.0,,,,,,,,,,,,,,,,,,,,,,,,,,
593,2008-03-01,Duke Energy Progress,,7843.0,,,,,,,,,,,,,,,,,,,,,,,,,,
594,2008-02-01,Duke Energy Progress,,7474.0,,,,,,,,,,,,,,,,,,,,,,,,,,
595,2008-02-01,Duke Energy Carolinas,,9343.0,,,,,,,,,,,,,,,,,,,,,,,,,,
596,2008-02-01,Dominion Energy,100388.0,410.0,0.0040841534844802,,,,,,,,,,,,,,,,,,,,,,,,,
597,2008-01-01,Duke Energy Carolinas,,10593.0,,,,,,,,,,,,,,,,,,,,,,,,,,
598,2008-01-01,Dominion Energy,100358.0,219.0,0.0021821877677913,,,,,,,,,,,,,,,,,,,,,,,,,
599,2008-01-01,Duke Energy Progress,,7814.0,,,,,,,,,,,,,,,,,,,,,,,,,,
600,2007-12-01,Duke Energy Carolinas,,9983.0,,,,,,,,,,,,,,,,,,,,,,,,,,
601,2007-12-01,Duke Energy Progress,,7196.0,,,,,,,,,,,,,,,,,,,,,,,,,,
602,2007-12-01,Dominion Energy,100239.0,290.0,0.0028930855255938,,,,,,,,,,,,,,,,,,,,,,,,,
603,2007-11-01,Dominion Energy,100205.0,302.0,0.0030138216655855,,,,,,,,,,,,,,,,,,,,,,,,,
604,2007-11-01,Duke Energy Carolinas,,12584.0,,,,,,,,,,,,,,,,,,,,,,,,,,
605,2007-11-01,Duke Energy Progress,,10189.0,,,,,,,,,,,,,,,,,,,,,,,,,,
606,2007-10-01,Dominion Energy,100130.0,448.0,0.0044741835613702,,,,,,,,,,,,,,,,,,,,,,,,,
607,2007-10-01,Duke Energy Progress,,11144.0,,,,,,,,,,,,,,,,,,,,,,,,,,
608,2007-10-01,Duke Energy Carolinas,,14393.0,,,,,,,,,,,,,,,,,,,,,,,,,,
609,2007-09-01,Duke Energy Carolinas,,10667.0,,,,,,,,,,,,,,,,,,,,,,,,,,
610,2007-09-01,Dominion Energy,100140.0,334.0,0.0033353305372478,,,,,,,,,,,,,,,,,,,,,,,,,
611,2007-09-01,Duke Energy Progress,,9633.0,,,,,,,,,,,,,,,,,,,,,,,,,,
612,2007-08-01,Duke Energy Progress,,7998.0,,,,,,,,,,,,,,,,,,,,,,,,,,
613,2007-08-01,Dominion Energy,100089.0,362.0,0.0036167810648522,,,,,,,,,,,,,,,,,,,,,,,,,
614,2007-08-01,Duke Energy Carolinas,,10158.0,,,,,,,,,,,,,,,,,,,,,,,,,,
615,2007-07-01,Dominion Energy,99907.0,310.0,0.0031028856836858,,,,,,,,,,,,,,,,,,,,,,,,,
616,2007-07-01,Duke Energy Progress,,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
617,2007-07-01,Duke Energy Carolinas,,9962.0,,,,,,,,,,,,,,,,,,,,,,,,,,
618,2007-06-01,Duke Energy Progress,,8261.0,,,,,,,,,,,,,,,,,,,,,,,,,,
619,2007-06-01,Dominion Energy,99704.0,369.0,0.0037009548262858,,,,,,,,,,,,,,,,,,,,,,,,,
620,2007-06-01,Duke Energy Carolinas,,10278.0,,,,,,,,,,,,,,,,,,,,,,,,,,
621,2007-05-01,Duke Energy Carolinas,,13649.0,,,,,,,,,,,,,,,,,,,,,,,,,,
622,2007-05-01,Duke Energy Progress,,10607.0,,,,,,,,,,,,,,,,,,,,,,,,,,
623,2007-05-01,Dominion Energy,99574.0,508.0,0.0051017333842167,,,,,,,,,,,,,,,,,,,,,,,,,
624,2007-04-01,Duke Energy Carolinas,,9148.0,,,,,,,,,,,,,,,,,,,,,,,,,,
625,2007-04-01,Duke Energy Progress,,9632.0,,,,,,,,,,,,,,,,,,,,,,,,,,
626,2007-04-01,Dominion Energy,99503.0,580.0,0.0058289699808045,,,,,,,,,,,,,,,,,,,,,,,,,
627,2007-03-01,Duke Energy Progress,,10607.0,,,,,,,,,,,,,,,,,,,,,,,,,,
628,2007-03-01,Dominion Energy,99538.0,552.0,0.0055456207679479,,,,,,,,,,,,,,,,,,,,,,,,,
629,2007-03-01,Duke Energy Carolinas,,11874.0,,,,,,,,,,,,,,,,,,,,,,,,,,
630,2007-02-01,Duke Energy Carolinas,,8626.0,,,,,,,,,,,,,,,,,,,,,,,,,,
631,2007-02-01,Duke Energy Progress,,7687.0,,,,,,,,,,,,,,,,,,,,,,,,,,
632,2007-02-01,Dominion Energy,99711.0,390.0,0.0039113036675993,,,,,,,,,,,,,,,,,,,,,,,,,
633,2007-01-01,Dominion Energy,99668.0,233.0,0.0023377613677408,,,,,,,,,,,,,,,,,,,,,,,,,
634,2007-01-01,Duke Energy Carolinas,,8524.0,,,,,,,,,,,,,,,,,,,,,,,,,,
635,2007-01-01,Duke Energy Progress,,8770.0,,,,,,,,,,,,,,,,,,,,,,,,,,
636,2006-12-01,Duke Energy Carolinas,,9070.0,,,,,,,,,,,,,,,,,,,,,,,,,,
637,2006-12-01,Dominion Energy,99570.0,168.0,0.0016872551973485,,,,,,,,,,,,,,,,,,,,,,,,,
638,2006-12-01,Duke Energy Progress,,8256.0,,,,,,,,,,,,,,,,,,,,,,,,,,
639,2006-11-01,Duke Energy Progress,,10361.0,,,,,,,,,,,,,,,,,,,,,,,,,,
640,2006-11-01,Dominion Energy,99471.0,414.0,0.0041620170703018,,,,,,,,,,,,,,,,,,,,,,,,,
641,2006-11-01,Duke Energy Carolinas,,11553.0,,,,,,,,,,,,,,,,,,,,,,,,,,
642,2006-10-01,Duke Energy Progress,,10498.0,,,,,,,,,,,,,,,,,,,,,,,,,,
643,2006-10-01,Dominion Energy,99370.0,696.0,0.0070041259937606,,,,,,,,,,,,,,,,,,,,,,,,,
644,2006-10-01,Duke Energy Carolinas,,12327.0,,,,,,,,,,,,,,,,,,,,,,,,,,
645,2006-09-01,Dominion Energy,99458.0,463.0,0.0046552313539383,,,,,,,,,,,,,,,,,,,,,,,,,
646,2006-09-01,Duke Energy Carolinas,,9063.0,,,,,,,,,,,,,,,,,,,,,,,,,,
647,2006-09-01,Duke Energy Progress,,8884.0,,,,,,,,,,,,,,,,,,,,,,,,,,
648,2006-08-01,Duke Energy Carolinas,,9078.0,,,,,,,,,,,,,,,,,,,,,,,,,,
649,2006-08-01,Dominion Energy,99451.0,468.0,0.0047058350343385,,,,,,,,,,,,,,,,,,,,,,,,,
650,2006-08-01,Duke Energy Progress,,7747.0,,,,,,,,,,,,,,,,,,,,,,,,,,
651,2006-07-01,Dominion Energy,99392.0,149.0,0.0014991146168705,,,,,,,,,,,,,,,,,,,,,,,,,
652,2006-07-01,Duke Energy Progress,,6441.0,,,,,,,,,,,,,,,,,,,,,,,,,,
653,2006-07-01,Duke Energy Carolinas,,7867.0,,,,,,,,,,,,,,,,,,,,,,,,,,
654,2006-06-01,Dominion Energy,99216.0,448.0,0.0045154007418158,,,,,,,,,,,,,,,,,,,,,,,,,
655,2006-06-01,Duke Energy Carolinas,,10158.0,,,,,,,,,,,,,,,,,,,,,,,,,,
656,2006-06-01,Duke Energy Progress,,7490.0,,,,,,,,,,,,,,,,,,,,,,,,,,
657,2006-05-01,Duke Energy Carolinas,,11905.0,,,,,,,,,,,,,,,,,,,,,,,,,,
658,2006-05-01,Dominion Energy,99174.0,502.0,0.0050618105551858,,,,,,,,,,,,,,,,,,,,,,,,,
659,2006-05-01,Duke Energy Progress,,8919.0,,,,,,,,,,,,,,,,,,,,,,,,,,
660,2006-04-01,Dominion Energy,99154.0,317.0,0.0031970470177703,,,,,,,,,,,,,,,,,,,,,,,,,
661,2006-04-01,Duke Energy Progress,,7283.0,,,,,,,,,,,,,,,,,,,,,,,,,,
662,2006-04-01,Duke Energy Carolinas,,9156.0,,,,,,,,,,,,,,,,,,,,,,,,,,
663,2006-03-01,Duke Energy Carolinas,,10827.0,,,,,,,,,,,,,,,,,,,,,,,,,,
664,2006-03-01,Duke Energy Progress,,8283.0,,,,,,,,,,,,,,,,,,,,,,,,,,
665,2006-03-01,Dominion Energy,99114.0,250.0,0.0025223480033093,,,,,,,,,,,,,,,,,,,,,,,,,
666,2006-02-01,Duke Energy Progress,,6622.0,,,,,,,,,,,,,,,,,,,,,,,,,,
667,2006-02-01,Dominion Energy,99135.0,251.0,0.0025319009431583,,,,,,,,,,,,,,,,,,,,,,,,,
668,2006-02-01,Duke Energy Carolinas,,8824.0,,,,,,,,,,,,,,,,,,,,,,,,,,
669,2006-01-01,Dominion Energy,99044.0,98.0,0.0009894592302411,,,,,,,,,,,,,,,,,,,,,,,,,
670,2006-01-01,Duke Energy Carolinas,,10421.0,,,,,,,,,,,,,,,,,,,,,,,,,,
671,2006-01-01,Duke Energy Progress,,6162.0,,,,,,,,,,,,,,,,,,,,,,,,,,
672,2005-12-01,Duke Energy Progress,,6202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
673,2005-12-01,Dominion Energy,98905.0,24.0,0.0002426570951923,,,,,,,,,,,,,,,,,,,,,,,,,
674,2005-12-01,Duke Energy Carolinas,,3836.0,,,,,,,,,,,,,,,,,,,,,,,,,,
675,2005-11-01,Duke Energy Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,2005-11-01,Duke Energy Carolinas,,10093.0,,,,,,,,,,,,,,,,,,,,,,,,,,
677,2005-11-01,Dominion Energy,98743.0,126.0,0.0012760398205442,,,,,,,,,,,,,,,,,,,,,,,,,
678,2005-10-01,Duke Energy Progress,,7561.0,,,,,,,,,,,,,,,,,,,,,,,,,,
679,2005-10-01,Duke Energy Carolinas,,10629.0,,,,,,,,,,,,,,,,,,,,,,,,,,
680,2005-10-01,Dominion Energy,98617.0,128.0,0.0012979506575945,,,,,,,,,,,,,,,,,,,,,,,,,
681,2005-09-01,Duke Energy Carolinas,,7999.0,,,,,,,,,,,,,,,,,,,,,,,,,,
682,2005-09-01,Duke Energy Progress,,7145.0,,,,,,,,,,,,,,,,,,,,,,,,,,
683,2005-09-01,Dominion Energy,98555.0,106.0,0.0010755415757698,,,,,,,,,,,,,,,,,,,,,,,,,
684,2005-08-01,Duke Energy Carolinas,,8809.0,,,,,,,,,,,,,,,,,,,,,,,,,,
685,2005-08-01,Duke Energy Progress,,6965.0,,,,,,,,,,,,,,,,,,,,,,,,,,
686,2005-08-01,Dominion Energy,98435.0,226.0,0.00229593132524,,,,,,,,,,,,,,,,,,,,,,,,,
687,2005-07-01,Duke Energy Progress,,3361.0,,,,,,,,,,,,,,,,,,,,,,,,,,
688,2005-07-01,Duke Energy Carolinas,,6196.0,,,,,,,,,,,,,,,,,,,,,,,,,,
689,2005-07-01,Dominion Energy,98293.0,132.0,0.0013429237076902,,,,,,,,,,,,,,,,,,,,,,,,,
690,2005-06-01,Dominion Energy,98135.0,180.0,0.0018342079788047,,,,,,,,,,,,,,,,,,,,,,,,,
691,2005-06-01,Duke Energy Carolinas,,9113.0,,,,,,,,,,,,,,,,,,,,,,,,,,
692,2005-06-01,Duke Energy Progress,,7344.0,,,,,,,,,,,,,,,,,,,,,,,,,,
693,2005-05-01,Duke Energy Progress,,7133.0,,,,,,,,,,,,,,,,,,,,,,,,,,
694,2005-05-01,Dominion Energy,98029.0,263.0,0.0026828795560497,,,,,,,,,,,,,,,,,,,,,,,,,
695,2005-05-01,Duke Energy Carolinas,,10095.0,,,,,,,,,,,,,,,,,,,,,,,,,,
696,2005-04-01,Duke Energy Progress,,6595.0,,,,,,,,,,,,,,,,,,,,,,,,,,
697,2005-04-01,Duke Energy Carolinas,,9583.0,,,,,,,,,,,,,,,,,,,,,,,,,,
698,2005-04-01,Dominion Energy,97897.0,264.0,0.0026967118502099,,,,,,,,,,,,,,,,,,,,,,,,,
699,2005-03-01,Duke Energy Carolinas,,8089.0,,,,,,,,,,,,,,,,,,,,,,,,,,
700,2005-03-01,Duke Energy Progress,,6422.0,,,,,,,,,,,,,,,,,,,,,,,,,,
701,2005-03-01,Dominion Energy,97825.0,170.0,0.0017377970866342,,,,,,,,,,,,,,,,,,,,,,,,,
702,2005-02-01,Dominion Energy,97743.0,237.0,0.0024247260673398,,,,,,,,,,,,,,,,,,,,,,,,,
703,2005-02-01,Duke Energy Carolinas,,4092.0,,,,,,,,,,,,,,,,,,,,,,,,,,
704,2005-02-01,Duke Energy Progress,,6118.0,,,,,,,,,,,,,,,,,,,,,,,,,,
705,2005-01-01,Duke Energy Progress,,5911.0,,,,,,,,,,,,,,,,,,,,,,,,,,
706,2005-01-01,Duke Energy Carolinas,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
707,2005-01-01,Dominion Energy,97646.0,144.0,0.0014747147860639,,,,,,,,,,,,,,,,,,,,,,,,,
708,2004-12-01,Duke Energy Progress,,5948.0,,,,,,,,,,,,,,,,,,,,,,,,,,
709,2004-12-01,Duke Energy Carolinas,,4328.0,,,,,,,,,,,,,,,,,,,,,,,,,,
710,2004-12-01,Dominion Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,2004-11-01,Duke Energy Carolinas,,8248.0,,,,,,,,,,,,,,,,,,,,,,,,,,
712,2004-11-01,Duke Energy Progress,,7136.0,,,,,,,,,,,,,,,,,,,,,,,,,,
713,2004-11-01,Dominion Energy,97290.0,163.0,0.0016754034330352,,,,,,,,,,,,,,,,,,,,,,,,,
714,2004-10-01,Duke Energy Carolinas,,9785.0,,,,,,,,,,,,,,,,,,,,,,,,,,
715,2004-10-01,Dominion Energy,97200.0,274.0,0.0028189300411522,,,,,,,,,,,,,,,,,,,,,,,,,
716,2004-10-01,Duke Energy Progress,,7771.0,,,,,,,,,,,,,,,,,,,,,,,,,,
717,2004-09-01,Duke Energy Carolinas,,9669.0,,,,,,,,,,,,,,,,,,,,,,,,,,
718,2004-09-01,Dominion Energy,97217.0,430.0,0.004423094726231,,,,,,,,,,,,,,,,,,,,,,,,,
719,2004-09-01,Duke Energy Progress,,589.0,,,,,,,,,,,,,,,,,,,,,,,,,,
720,2004-08-01,Dominion Energy,97322.0,122.0,0.0012535706212367,,,,,,,,,,,,,,,,,,,,,,,,,
721,2004-08-01,Duke Energy Progress,,7857.0,,,,,,,,,,,,,,,,,,,,,,,,,,
722,2004-08-01,Duke Energy Carolinas,,8052.0,,,,,,,,,,,,,,,,,,,,,,,,,,
723,2004-07-01,Dominion Energy,97103.0,117.0,0.0012049061306035,,,,,,,,,,,,,,,,,,,,,,,,,
724,2004-07-01,Duke Energy Progress,,5909.0,,,,,,,,,,,,,,,,,,,,,,,,,,
725,2004-07-01,Duke Energy Carolinas,,7093.0,,,,,,,,,,,,,,,,,,,,,,,,,,
726,2004-06-01,Dominion Energy,96899.0,220.0,0.0022704052673402,,,,,,,,,,,,,,,,,,,,,,,,,
727,2004-06-01,Duke Energy Carolinas,,8792.0,,,,,,,,,,,,,,,,,,,,,,,,,,
728,2004-06-01,Duke Energy Progress,,7392.0,,,,,,,,,,,,,,,,,,,,,,,,,,
729,2004-05-01,Dominion Energy,96603.0,267.0,0.0027638893202074,,,,,,,,,,,,,,,,,,,,,,,,,
730,2004-05-01,Duke Energy Carolinas,,8863.0,,,,,,,,,,,,,,,,,,,,,,,,,,
731,2004-05-01,Duke Energy Progress,,7278.0,,,,,,,,,,,,,,,,,,,,,,,,,,
732,2004-04-01,Dominion Energy,96468.0,350.0,0.0036281461209934,,,,,,,,,,,,,,,,,,,,,,,,,
733,2004-04-01,Duke Energy Carolinas,,7641.0,,,,,,,,,,,,,,,,,,,,,,,,,,
734,2004-04-01,Duke Energy Progress,,6794.0,,,,,,,,,,,,,,,,,,,,,,,,,,
735,2004-03-01,Duke Energy Progress,,7743.0,,,,,,,,,,,,,,,,,,,,,,,,,,
736,2004-03-01,Duke Energy Carolinas,,8832.0,,,,,,,,,,,,,,,,,,,,,,,,,,
737,2004-03-01,Dominion Energy,96468.0,468.0,0.004851349670357,,,,,,,,,,,,,,,,,,,,,,,,,
738,2004-02-01,Duke Energy Carolinas,,7755.0,,,,,,,,,,,,,,,,,,,,,,,,,,
739,2004-02-01,Duke Energy Progress,,5640.0,,,,,,,,,,,,,,,,,,,,,,,,,,
740,2004-02-01,Dominion Energy,96495.0,135.0,0.0013990362194932,,,,,,,,,,,,,,,,,,,,,,,,,
741,2004-01-01,Duke Energy Progress,,4566.0,,,,,,,,,,,,,,,,,,,,,,,,,,
742,2004-01-01,Dominion Energy,96345.0,29.0,0.0003010016088017,,,,,,,,,,,,,,,,,,,,,,,,,
743,2004-01-01,Duke Energy Carolinas,,3857.0,,,,,,,,,,,,,,,,,,,,,,,,,,
744,2003-12-01,Dominion Energy,96182.0,202.0,0.0021001850658127,,,,,,,,,,,,,,,,,,,,,,,,,
745,2003-12-01,Duke Energy Carolinas,,6328.0,,,,,,,,,,,,,,,,,,,,,,,,,,
746,2003-12-01,Duke Energy Progress,,5636.0,,,,,,,,,,,,,,,,,,,,,,,,,,
747,2003-11-01,Duke Energy Progress,,6334.0,,,,,,,,,,,,,,,,,,,,,,,,,,
748,2003-11-01,Dominion Energy,96137.0,152.0,0.0015810770046912,,,,,,,,,,,,,,,,,,,,,,,,,
749,2003-11-01,Duke Energy Carolinas,,7724.0,,,,,,,,,,,,,,,,,,,,,,,,,,
750,2003-10-01,Dominion Energy,96084.0,30.0,0.0003122268015486,,,,,,,,,,,,,,,,,,,,,,,,,
751,2003-10-01,Duke Energy Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,2003-10-01,Duke Energy Carolinas,,9360.0,,,,,,,,,,,,,,,,,,,,,,,,,,
753,2003-09-01,Duke Energy Carolinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,2003-09-01,Dominion Energy,96206.0,82.0,0.0008523376920358,,,,,,,,,,,,,,,,,,,,,,,,,
755,2003-09-01,Duke Energy Progress,,411.0,,,,,,,,,,,,,,,,,,,,,,,,,,
756,2003-08-01,Dominion Energy,96140.0,245.0,0.0025483669648429,,,,,,,,,,,,,,,,,,,,,,,,,
757,2003-08-01,Duke Energy Progress,,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,
758,2003-08-01,Duke Energy Carolinas,,10911.0,,,,,,,,,,,,,,,,,,,,,,,,,,
759,2003-07-01,Dominion Energy,96024.0,338.0,0.003519953344997,,,,,,,,,,,,,,,,,,,,,,,,,
760,2003-07-01,Duke Energy Carolinas,,9431.0,,,,,,,,,,,,,,,,,,,,,,,,,,
761,2003-07-01,Duke Energy Progress,,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,
762,2003-06-01,Duke Energy Carolinas,,10324.0,,,,,,,,,,,,,,,,,,,,,,,,,,
763,2003-06-01,Dominion Energy,95876.0,318.0,0.0033167841795652,,,,,,,,,,,,,,,,,,,,,,,,,
764,2003-06-01,Duke Energy Progress,,1331.0,,,,,,,,,,,,,,,,,,,,,,,,,,
765,2003-05-01,Duke Energy Carolinas,,12844.0,,,,,,,,,,,,,,,,,,,,,,,,,,
766,2003-05-01,Duke Energy Progress,,1873.0,,,,,,,,,,,,,,,,,,,,,,,,,,
767,2003-05-01,Dominion Energy,95785.0,311.0,0.0032468549355327,,,,,,,,,,,,,,,,,,,,,,,,,
768,2003-04-01,Duke Energy Carolinas,,11690.0,,,,,,,,,,,,,,,,,,,,,,,,,,
769,2003-04-01,Duke Energy Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,2003-04-01,Dominion Energy,95666.0,297.0,0.0031045512512282,,,,,,,,,,,,,,,,,,,,,,,,,
771,2003-03-01,Dominion Energy,95589.0,207.0,0.0021655211373693,,,,,,,,,,,,,,,,,,,,,,,,,
772,2003-03-01,Duke Energy Progress,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
